Vessel,Task,Wharf,Time
V3,Waiting,BSY6,05:55-06:00
V3,Waiting,BSY6,06:50-06:55
V3,Crew pause,BSY6,07:05-07:10
V3,Crew pause,BSY6,07:10-07:15
V3,Waiting,BSY6,07:25-07:30
V3,Crew pause,BSY6,07:30-07:35
V3,Crew pause,BSY6,07:35-07:40
V3,Waiting,BSY6,08:00-08:05
V3,Crew pause,BSY6,08:45-08:50
V3,Crew pause,BSY6,08:50-08:55
V3,Crew pause,BSY6,08:55-09:00
V3,Crew pause,BSY6,09:00-09:05
V3,Waiting,BSY6,09:15-09:20
V3,Crew pause,BSY6,09:35-09:40
V3,Crew pause,BSY6,09:40-09:45
V3,Crew pause,BSY6,09:45-09:50
V3,Crew pause,BSY6,09:50-09:55
V3,Waiting,BSY6,10:15-10:20
V3,Waiting,BSY6,10:30-10:35
V4,Waiting,BSY6,10:50-10:55
V4,Crew pause,BSY6,10:55-11:00
V4,Crew pause,BSY6,11:00-11:05
V4,Waiting,BSY6,11:05-11:10
