Vessel,Task,Start_Station,Start_Wharf,Start_Time,End_Station,End_Wharf,End_Time
V6,Crew pause,Barangaroo,Bar4,05:35,Barangaroo,Bar4,05:45
V6,Waiting,Balmain Shipyard,BSY5,05:55,Balmain Shipyard,BSY5,06:00
V6,5,Circular Quay,CQ1,06:15,Circular Quay,CQ1,07:10
V6,6,Circular Quay,CQ1,07:10,Circular Quay,CQ1,08:30
V6,4,Circular Quay,CQ1,08:30,Circular Quay,CQ1,09:30
V6,Crew pause,Circular Quay,CQ3,09:30,Circular Quay,CQ3,09:40
V6,Crew pause,Circular Quay,CQ3,09:40,Circular Quay,CQ3,09:50
V6,Crew pause,Circular Quay,CQ2,09:50,Circular Quay,CQ2,10:00
V6,Crew pause,Barangaroo,Bar5,10:10,Barangaroo,Bar5,10:20
V6,Crew pause,Circular Quay,CQ3,10:30,Circular Quay,CQ3,10:40
V6,Waiting,Circular Quay,CQ3,10:40,Circular Quay,CQ3,10:45
V6,Crew pause,Circular Quay,CQ3,10:45,Circular Quay,CQ3,10:55
V6,Waiting,Barangaroo,Bar4,11:05,Barangaroo,Bar4,11:10
V6,Crew pause,Circular Quay,CQ4,11:20,Circular Quay,CQ4,11:30
