Vessel,Task,Start_Station,Start_Wharf,Start_Time,End_Station,End_Wharf,End_Time
V1,Waiting,Pyrmont Bay,PB1,05:40,Pyrmont Bay,PB1,05:45
V1,4,Circular Quay,CQ1,06:00,Circular Quay,CQ1,07:00
V1,Crew pause,Circular Quay,CQ3,07:00,Circular Quay,CQ3,07:10
V1,Crew pause,Circular Quay,CQ2,07:10,Circular Quay,CQ2,07:20
V1,Waiting,Barangaroo,Bar4,07:30,Barangaroo,Bar4,07:35
V1,Crew pause,Circular Quay,CQ3,07:45,Circular Quay,CQ3,07:55
V1,3,Circular Quay,CQ1,07:55,Circular Quay,CQ2,08:35
V1,1,Circular Quay,CQ1,08:35,Circular Quay,CQ5,09:15
V1,5,Circular Quay,CQ1,09:15,Circular Quay,CQ1,10:10
V1,Waiting,Balmain Shipyard,BSY1,10:25,Balmain Shipyard,BSY1,10:30
V1,Waiting,Balmain Shipyard,BSY1,10:30,Balmain Shipyard,BSY1,10:35
V1,Crew pause,Circular Quay,CQ1,10:50,Circular Quay,CQ1,11:00
V1,Waiting,Circular Quay,CQ1,11:00,Circular Quay,CQ1,11:05
V1,Crew pause,Balmain Shipyard,BSY5,11:20,Balmain Shipyard,BSY5,11:30
