Vessel,Task,Start_Station,Start_Wharf,Start_Time,End_Station,End_Wharf,End_Time
RR12,Crew pause,Circular Quay,CQ5,05:50,Circular Quay,CQ5,05:59
RR12,Crew pause,Circular Quay,CQ4,06:00,Circular Quay,CQ4,06:09
RR12,Crew pause,Circular Quay,CQ4,06:10,Circular Quay,CQ4,06:19
RR12,17,Watsons Bay,WB1,06:40,Circular Quay,CQ1,07:00
RR12,Waiting,Circular Quay,CQ1,07:05,Circular Quay,CQ1,07:10
RR12,Waiting,Circular Quay,CQ3,07:10,Circular Quay,CQ3,07:15
RR12,Waiting,Circular Quay,CQ5,07:15,Circular Quay,CQ5,07:20
RR12,5,Circular Quay,CQ1,07:25,Parramatta,Pm1,08:55
RR12,Crew pause,Balmain Shipyard,BSY5,09:55,Balmain Shipyard,BSY5,10:04
RR12,Waiting,Circular Quay,CQ3,10:20,Circular Quay,CQ3,10:25
RR12,Waiting,Circular Quay,CQ1,10:25,Circular Quay,CQ1,10:30
RR12,Waiting,Circular Quay,CQ1,10:30,Circular Quay,CQ1,10:35
RR12,Crew pause,Balmain Shipyard,BSY4,10:50,Balmain Shipyard,BSY4,10:59
RR12,Waiting,Barangaroo,Bar5,11:10,Barangaroo,Bar5,11:15
RR12,Crew pause,Barangaroo,Bar5,11:15,Barangaroo,Bar5,11:24
RR12,Waiting,Barangaroo,Bar4,11:25,Barangaroo,Bar4,11:30
