Vessel,Task,Start_Station,Start_Wharf,Start_Time,End_Station,End_Wharf,End_Time
EC5,Waiting,Circular Quay,CQ1,05:40,Circular Quay,CQ1,05:45
EC5,Waiting,Circular Quay,CQ1,05:45,Circular Quay,CQ1,05:50
EC5,10,Circular Quay,CQ1,05:50,Mosman,Mos1,06:17
EC5,11,Mosman,Mos1,06:20,Circular Quay,CQ1,06:47
EC5,1,Circular Quay,CQ1,06:50,Mosman,Mos1,07:08
EC5,2,Mosman,Mos1,07:10,Circular Quay,CQ5,07:28
EC5,Waiting,Circular Quay,CQ3,07:30,Circular Quay,CQ3,07:35
EC5,10,Circular Quay,CQ1,07:35,Mosman,Mos1,08:02
EC5,11,Mosman,Mos1,08:05,Circular Quay,CQ1,08:32
EC5,1,Circular Quay,CQ1,08:35,Mosman,Mos1,08:53
EC5,2,Mosman,Mos1,08:55,Circular Quay,CQ1,09:13
EC5,Crew pause,Circular Quay,CQ2,09:20,Circular Quay,CQ2,09:29
EC5,Crew pause,Circular Quay,CQ2,09:30,Circular Quay,CQ2,09:39
EC5,Crew pause,Circular Quay,CQ2,09:40,Circular Quay,CQ2,09:49
EC5,Waiting,Cabarita,Cab1,10:15,Cabarita,Cab1,10:20
EC5,Waiting,Cabarita,Cab1,10:20,Cabarita,Cab1,10:25
EC5,Waiting,Cabarita,Cab1,10:25,Cabarita,Cab1,10:30
EC5,Waiting,Circular Quay,CQ1,10:55,Circular Quay,CQ1,11:00
EC5,Waiting,Circular Quay,CQ1,11:00,Circular Quay,CQ1,11:05
EC5,Waiting,Circular Quay,CQ5,11:05,Circular Quay,CQ5,11:10
EC5,Crew pause,Circular Quay,CQ2,11:15,Circular Quay,CQ2,11:24
