Vessel,Task,Start_Station,Start_Wharf,Start_Time,End_Station,End_Wharf,End_Time
EC1,Crew pause,Circular Quay,CQ1,05:30,Circular Quay,CQ1,05:39
EC1,Waiting,Circular Quay,CQ1,05:40,Circular Quay,CQ1,05:45
EC1,Waiting,Watsons Bay,WB1,05:45,Watsons Bay,WB1,05:50
EC1,10,Circular Quay,CQ1,05:50,Mosman,Mos1,06:17
EC1,10,Circular Quay,CQ1,06:25,Mosman,Mos1,06:52
EC1,Waiting,Cabarita,Cab1,07:00,Cabarita,Cab1,07:05
EC1,Waiting,Parramatta,Pm1,07:05,Parramatta,Pm1,07:10
EC1,Waiting,Circular Quay,CQ1,07:10,Circular Quay,CQ1,07:15
EC1,Waiting,Barangaroo,Bar1,07:15,Barangaroo,Bar1,07:20
EC1,Waiting,Balmain Shipyard,BSY3,07:20,Balmain Shipyard,BSY3,07:25
EC1,Waiting,Parramatta,Pm1,07:25,Parramatta,Pm1,07:30
EC1,Waiting,Parramatta,Pm1,07:30,Parramatta,Pm1,07:35
EC1,Waiting,Barangaroo,Bar1,07:35,Barangaroo,Bar1,07:40
EC1,12,Circular Quay,CQ1,07:40,Double Bay,DB1,08:01
EC1,Waiting,Rose Bay,RB1,08:10,Rose Bay,RB1,08:15
EC1,Crew pause,Barangaroo,Bar4,08:15,Barangaroo,Bar4,08:24
EC1,Waiting,Pyrmont Bay,PB1,08:25,Pyrmont Bay,PB1,08:30
EC1,Waiting,Balmain Shipyard,BSY3,08:30,Balmain Shipyard,BSY3,08:35
EC1,Waiting,Circular Quay,CQ1,08:35,Circular Quay,CQ1,08:40
EC1,Waiting,Circular Quay,CQ1,08:40,Circular Quay,CQ1,08:45
EC1,Waiting,Circular Quay,CQ1,08:45,Circular Quay,CQ1,08:50
EC1,Waiting,Barangaroo,Bar5,08:50,Barangaroo,Bar5,08:55
EC1,Waiting,Cabarita,Cab1,08:55,Cabarita,Cab1,09:00
EC1,Waiting,Circular Quay,CQ3,09:00,Circular Quay,CQ3,09:05
EC1,Crew pause,Balmain Shipyard,BSY2,09:05,Balmain Shipyard,BSY2,09:14
EC1,Waiting,Balmain Shipyard,BSY5,09:15,Balmain Shipyard,BSY5,09:20
EC1,Waiting,Balmain Shipyard,BSY5,09:20,Balmain Shipyard,BSY5,09:25
EC1,Crew pause,Balmain Shipyard,BSY3,09:25,Balmain Shipyard,BSY3,09:34
EC1,Waiting,Cabarita,Cab1,09:35,Cabarita,Cab1,09:40
EC1,4,Taronga Zoo,TZ1,09:40,Circular Quay,CQ5,10:08
EC1,Waiting,Circular Quay,CQ1,10:15,Circular Quay,CQ1,10:20
EC1,Waiting,Pyrmont Bay,PB1,10:20,Pyrmont Bay,PB1,10:25
EC1,Waiting,Circular Quay,CQ1,10:25,Circular Quay,CQ1,10:30
EC1,Waiting,Parramatta,Pm1,10:30,Parramatta,Pm1,10:35
EC1,Waiting,Circular Quay,CQ4,10:35,Circular Quay,CQ4,10:40
EC1,3,Circular Quay,CQ1,10:40,Taronga Zoo,TZ1,10:58
EC1,Waiting,Balmain Shipyard,BSY2,11:05,Balmain Shipyard,BSY2,11:10
EC1,Crew pause,Balmain Shipyard,BSY2,11:10,Balmain Shipyard,BSY2,11:19
EC1,Waiting,Cabarita,Cab1,11:20,Cabarita,Cab1,11:25
EC1,Waiting,Balmain Shipyard,BSY6,11:25,Balmain Shipyard,BSY6,11:30
