Vessel,Task,Start_Station,Start_Wharf,Start_Time,End_Station,End_Wharf,End_Time
10M,Waiting,Pyrmont Bay,PB1,05:30,Pyrmont Bay,PB1,05:35
10M,Charging,Pyrmont Bay,PB1,05:35,Pyrmont Bay,PB1,05:40
10M,Charging,Pyrmont Bay,PB1,05:40,Pyrmont Bay,PB1,05:45
10M,Waiting,Pyrmont Bay,PB1,05:45,Pyrmont Bay,PB1,05:50
10M,Waiting,Barangaroo,Bar1,05:55,Barangaroo,Bar1,06:00
10M,Charging,Barangaroo,Bar1,06:00,Barangaroo,Bar1,06:05
10M,Charging,Barangaroo,Bar1,06:05,Barangaroo,Bar1,06:10
10M,Charging,Barangaroo,Bar1,06:10,Barangaroo,Bar1,06:15
10M,Charging,Barangaroo,Bar1,06:15,Barangaroo,Bar1,06:20
10M,Charging,Barangaroo,Bar1,06:20,Barangaroo,Bar1,06:25
10M,Waiting,Barangaroo,Bar1,06:25,Barangaroo,Bar1,06:30
10M,Waiting,Barangaroo,Bar2,06:30,Barangaroo,Bar2,06:35
10M,18,Barangaroo,Bar1,06:35,Blackwattle Bay,BWB1,06:50
10M,19,Blackwattle Bay,BWB1,06:55,Barangaroo,Bar4,07:10
10M,18,Barangaroo,Bar1,07:15,Blackwattle Bay,BWB1,07:30
10M,19,Blackwattle Bay,BWB1,07:35,Barangaroo,Bar5,07:50
10M,18,Barangaroo,Bar1,07:55,Blackwattle Bay,BWB1,08:10
10M,19,Blackwattle Bay,BWB1,08:15,Barangaroo,Bar5,08:30
10M,18,Barangaroo,Bar1,08:35,Blackwattle Bay,BWB1,08:50
10M,19,Blackwattle Bay,BWB1,08:55,Barangaroo,Bar4,09:10
10M,18,Barangaroo,Bar1,09:15,Blackwattle Bay,BWB1,09:30
10M,19,Blackwattle Bay,BWB1,09:35,Barangaroo,Bar5,09:50
10M,18,Barangaroo,Bar1,09:55,Blackwattle Bay,BWB1,10:10
10M,19,Blackwattle Bay,BWB1,10:15,Barangaroo,Bar1,10:30
10M,18,Barangaroo,Bar1,10:35,Blackwattle Bay,BWB1,10:50
10M,19,Blackwattle Bay,BWB1,10:55,Barangaroo,Bar4,11:10
10M,Waiting,Barangaroo,Bar1,11:15,Barangaroo,Bar1,11:20
10M,Waiting,Barangaroo,Bar2,11:20,Barangaroo,Bar2,11:25
10M,Waiting,Barangaroo,Bar4,11:25,Barangaroo,Bar4,11:30
