Vessel,Task,Start_Station,Start_Wharf,Start_Time,End_Station,End_Wharf,End_Time
V2,Waiting,Barangaroo,Bar1,05:35,Barangaroo,Bar1,05:40
V2,Waiting,Barangaroo,Bar4,05:40,Barangaroo,Bar4,05:45
V2,Crew pause,Barangaroo,Bar5,05:45,Barangaroo,Bar5,05:55
V2,3,Circular Quay,CQ1,06:05,Circular Quay,CQ4,06:45
V2,Waiting,Circular Quay,CQ1,06:45,Circular Quay,CQ1,06:50
V2,6,Circular Quay,CQ1,06:50,Circular Quay,CQ3,08:10
V2,Waiting,Circular Quay,CQ2,08:10,Circular Quay,CQ2,08:15
V2,Crew pause,Circular Quay,CQ5,08:15,Circular Quay,CQ5,08:25
V2,Waiting,Circular Quay,CQ4,08:25,Circular Quay,CQ4,08:30
V2,Waiting,Circular Quay,CQ3,08:30,Circular Quay,CQ3,08:35
V2,3,Circular Quay,CQ1,08:35,Circular Quay,CQ2,09:15
V2,Waiting,Circular Quay,CQ1,09:15,Circular Quay,CQ1,09:20
V2,6,Circular Quay,CQ1,09:20,Circular Quay,CQ2,10:40
V2,Crew pause,Circular Quay,CQ1,10:40,Circular Quay,CQ1,10:50
V2,Crew pause,Circular Quay,CQ3,10:50,Circular Quay,CQ3,11:00
V2,Waiting,Circular Quay,CQ2,11:00,Circular Quay,CQ2,11:05
V2,Waiting,Circular Quay,CQ2,11:05,Circular Quay,CQ2,11:10
V2,Waiting,Circular Quay,CQ1,11:10,Circular Quay,CQ1,11:15
V2,Waiting,Circular Quay,CQ5,11:15,Circular Quay,CQ5,11:20
V2,Waiting,Circular Quay,CQ3,11:20,Circular Quay,CQ3,11:25
V2,Waiting,Circular Quay,CQ3,11:25,Circular Quay,CQ3,11:30
