Vessel,Task,Start_Station,Start_Wharf,Start_Time,End_Station,End_Wharf,End_Time
V1,Waiting,Barangaroo,Bar5,05:35,Barangaroo,Bar5,05:40
V1,Crew pause,Circular Quay,CQ3,05:50,Circular Quay,CQ3,06:00
V1,4,Circular Quay,CQ1,06:00,Circular Quay,CQ4,07:00
V1,Crew pause,Circular Quay,CQ5,07:00,Circular Quay,CQ5,07:10
V1,Crew pause,Circular Quay,CQ3,07:10,Circular Quay,CQ3,07:20
V1,Waiting,Circular Quay,CQ3,07:20,Circular Quay,CQ3,07:25
V1,Waiting,Circular Quay,CQ3,07:25,Circular Quay,CQ3,07:30
V1,4,Circular Quay,CQ1,07:30,Circular Quay,CQ4,08:30
V1,4,Circular Quay,CQ1,08:30,Circular Quay,CQ3,09:30
V1,Waiting,Circular Quay,CQ1,09:30,Circular Quay,CQ1,09:35
V1,3,Circular Quay,CQ1,09:35,Circular Quay,CQ4,10:15
V1,Crew pause,Circular Quay,CQ5,10:15,Circular Quay,CQ5,10:25
V1,Waiting,Circular Quay,CQ3,10:25,Circular Quay,CQ3,10:30
V1,Waiting,Circular Quay,CQ1,10:30,Circular Quay,CQ1,10:35
V1,Crew pause,Circular Quay,CQ1,10:35,Circular Quay,CQ1,10:45
V1,Waiting,Barangaroo,Bar2,10:55,Barangaroo,Bar2,11:00
V1,Crew pause,Barangaroo,Bar5,11:00,Barangaroo,Bar5,11:10
V1,Crew pause,Barangaroo,Bar2,11:10,Barangaroo,Bar2,11:20
V1,Crew pause,Barangaroo,Bar1,11:20,Barangaroo,Bar1,11:30
