Vessel,Task,Start_Station,Start_Wharf,Start_Time,End_Station,End_Wharf,End_Time
FF8,Crew pause,Circular Quay,CQ4,05:30,Circular Quay,CQ4,05:39
FF8,Waiting,Pyrmont Bay,PB1,05:40,Pyrmont Bay,PB1,05:45
FF8,Waiting,Barangaroo,Bar5,05:45,Barangaroo,Bar5,05:50
FF8,Waiting,Barangaroo,Bar4,05:50,Barangaroo,Bar4,05:55
FF8,Waiting,Barangaroo,Bar4,05:55,Barangaroo,Bar4,06:00
FF8,Waiting,Barangaroo,Bar4,06:00,Barangaroo,Bar4,06:05
FF8,8,Pyrmont Bay,PB1,06:10,Circular Quay,CQ2,06:42
FF8,14,Circular Quay,CQ1,06:50,Cockatoo Island,CI1,07:24
FF8,13,Double Bay,DB1,07:30,Circular Quay,CQ3,07:51
FF8,Waiting,Parramatta,Pm1,08:00,Parramatta,Pm1,08:05
FF8,13,Double Bay,DB1,08:05,Circular Quay,CQ1,08:26
FF8,Waiting,Cabarita,Cab1,08:35,Cabarita,Cab1,08:40
FF8,13,Double Bay,DB1,08:40,Circular Quay,CQ1,09:01
FF8,Waiting,Cabarita,Cab1,09:10,Cabarita,Cab1,09:15
FF8,Waiting,Circular Quay,CQ4,09:15,Circular Quay,CQ4,09:20
FF8,Waiting,Cabarita,Cab1,09:20,Cabarita,Cab1,09:25
FF8,Waiting,Barangaroo,Bar1,09:25,Barangaroo,Bar1,09:30
FF8,Waiting,Circular Quay,CQ1,09:30,Circular Quay,CQ1,09:35
FF8,Waiting,Circular Quay,CQ1,09:35,Circular Quay,CQ1,09:40
FF8,Waiting,Pyrmont Bay,PB1,09:40,Pyrmont Bay,PB1,09:45
FF8,Waiting,Circular Quay,CQ1,09:45,Circular Quay,CQ1,09:50
FF8,Crew pause,Balmain Shipyard,BSY6,09:50,Balmain Shipyard,BSY6,09:59
FF8,Crew pause,Balmain Shipyard,BSY5,10:00,Balmain Shipyard,BSY5,10:09
FF8,Waiting,Pyrmont Bay,PB1,10:10,Pyrmont Bay,PB1,10:15
FF8,Waiting,Balmain Shipyard,BSY2,10:15,Balmain Shipyard,BSY2,10:20
FF8,Waiting,Circular Quay,CQ2,10:20,Circular Quay,CQ2,10:25
FF8,Waiting,Circular Quay,CQ2,10:25,Circular Quay,CQ2,10:30
FF8,Waiting,Balmain Shipyard,BSY6,10:30,Balmain Shipyard,BSY6,10:35
FF8,Waiting,Cabarita,Cab1,10:35,Cabarita,Cab1,10:40
FF8,Waiting,Circular Quay,CQ3,10:40,Circular Quay,CQ3,10:45
FF8,Waiting,Circular Quay,CQ1,10:45,Circular Quay,CQ1,10:50
FF8,Waiting,Barangaroo,Bar5,10:50,Barangaroo,Bar5,10:55
FF8,Waiting,Circular Quay,CQ4,10:55,Circular Quay,CQ4,11:00
FF8,Waiting,Circular Quay,CQ3,11:00,Circular Quay,CQ3,11:05
FF8,Crew pause,Circular Quay,CQ5,11:05,Circular Quay,CQ5,11:14
FF8,Waiting,Watsons Bay,WB1,11:15,Watsons Bay,WB1,11:20
FF8,Waiting,Circular Quay,CQ3,11:20,Circular Quay,CQ3,11:25
FF8,Waiting,Watsons Bay,WB1,11:25,Watsons Bay,WB1,11:30
