Task,Time,Battery_Level
,05:30,1.0
Rebalancing,05:35,0.9394
Bar4,05:40,0.9394
Rebalancing,05:45,0.8788
Rebalancing,05:50,0.8182
Rebalancing,05:55,0.7576
CI1,06:00,0.7576
Rebalancing,06:05,0.6970000000000001
Rebalancing,06:10,0.6364000000000001
Rebalancing,06:15,0.5758000000000001
phi_CQ2,06:20,0.7038000000000001
CQ2,06:25,0.8638000000000001
phi_CQ2,06:30,0.9918000000000001
3 cont.,06:35,0.9568000000000001
3 cont.,06:40,0.9218000000000001
3 cont.,06:45,0.8868
3 cont.,06:50,0.8518
3 cont.,06:55,0.8168
3 cont.,07:00,0.7817999999999999
11 cont.,07:05,0.7767999999999999
11 cont.,07:10,0.7717999999999999
11 cont.,07:15,0.7667999999999999
11 cont.,07:20,0.7617999999999999
11 cont.,07:25,0.7567999999999999
11 cont.,07:30,0.7517999999999999
11 cont.,07:35,0.7467999999999999
11 cont.,07:40,0.7417999999999999
11 cont.,07:45,0.7367999999999999
11 cont.,07:50,0.7317999999999999
11 cont.,07:55,0.7267999999999999
phi_CQ4,08:00,0.8547999999999999
11 cont.,08:05,0.8497999999999999
11 cont.,08:10,0.8447999999999999
11 cont.,08:15,0.8397999999999999
11 cont.,08:20,0.8347999999999999
11 cont.,08:25,0.8297999999999999
11 cont.,08:30,0.8247999999999999
11 cont.,08:35,0.8197999999999999
11 cont.,08:40,0.8147999999999999
11 cont.,08:45,0.8097999999999999
11 cont.,08:50,0.8047999999999998
11 cont.,08:55,0.7997999999999998
phi_CQ5,09:00,0.9277999999999998
3 cont.,09:05,0.8927999999999998
3 cont.,09:10,0.8577999999999998
3 cont.,09:15,0.8227999999999998
3 cont.,09:20,0.7877999999999997
3 cont.,09:25,0.7527999999999997
3 cont.,09:30,0.7177999999999997
3 cont.,09:35,0.6827999999999996
3 cont.,09:40,0.6477999999999996
3 cont.,09:45,0.6127999999999996
3 cont.,09:50,0.5777999999999995
3 cont.,09:55,0.5427999999999995
3 cont.,10:00,0.5077999999999995
phi_CQ5,10:05,0.6357999999999995
cp_CQ3 cont.,10:10,0.6357999999999995
cp_CQ3 cont.,10:15,0.6357999999999995
cp_CQ3 cont.,10:20,0.6357999999999995
cp_CQ3 cont.,10:25,0.6357999999999995
cp_CQ3 cont.,10:30,0.6357999999999995
cp_CQ3 cont.,10:35,0.6357999999999995
1 cont.,10:40,0.6357999999999995
1 cont.,10:45,0.6357999999999995
1 cont.,10:50,0.6357999999999995
1 cont.,10:55,0.6357999999999995
1 cont.,11:00,0.6357999999999995
1 cont.,11:05,0.6357999999999995
1 cont.,11:10,0.6357999999999995
1 cont.,11:15,0.6357999999999995
CQ1,11:20,0.6357999999999995
phi_CQ5,11:25,0.7637999999999995
CQ3,11:30,0.7637999999999995
