Task,Time,Battery_Level
,05:30,1.0
Rebalancing,05:35,0.9697
phi_Bar1,05:40,1.0
Rebalancing,05:45,0.9697
Rebalancing,05:50,0.9394
BSY2,05:55,0.9394
BSY2,06:00,0.9394
BSY2,06:05,0.9394
BSY2,06:10,0.9394
Rebalancing,06:15,0.9091
Rebalancing,06:20,0.8788
Bar4,06:25,0.8788
Rebalancing,06:30,0.8485
Rebalancing,06:35,0.8182
phi_CQEXTRA1,06:40,0.9462
2 cont.,06:45,0.9352
2 cont.,06:50,0.9242
2 cont.,06:55,0.9132
2 cont.,07:00,0.9022
2 cont.,07:05,0.8912
2 cont.,07:10,0.8802
2 cont.,07:15,0.8692
2 cont.,07:20,0.8582
2 cont.,07:25,0.8472
2 cont.,07:30,0.8361999999999999
2 cont.,07:35,0.8251999999999999
2 cont.,07:40,0.8141999999999999
2 cont.,07:45,0.8031999999999999
2 cont.,07:50,0.7921999999999999
phi_CQ2,07:55,0.9201999999999999
7 cont.,08:00,0.9001999999999999
7 cont.,08:05,0.8801999999999999
7 cont.,08:10,0.8601999999999999
7 cont.,08:15,0.8401999999999998
7 cont.,08:20,0.8201999999999998
7 cont.,08:25,0.8001999999999998
7 cont.,08:30,0.7801999999999998
7 cont.,08:35,0.7601999999999998
7 cont.,08:40,0.7401999999999997
2 cont.,08:45,0.7291999999999997
2 cont.,08:50,0.7181999999999997
2 cont.,08:55,0.7071999999999997
2 cont.,09:00,0.6961999999999997
2 cont.,09:05,0.6851999999999997
2 cont.,09:10,0.6741999999999997
2 cont.,09:15,0.6631999999999997
2 cont.,09:20,0.6521999999999997
2 cont.,09:25,0.6411999999999997
2 cont.,09:30,0.6301999999999996
2 cont.,09:35,0.6191999999999996
2 cont.,09:40,0.6081999999999996
2 cont.,09:45,0.5971999999999996
2 cont.,09:50,0.5861999999999996
Rebalancing,09:55,0.5558999999999996
Rebalancing,10:00,0.5255999999999996
phi_Bar1,10:05,0.6535999999999996
Rebalancing,10:10,0.6232999999999996
Rebalancing,10:15,0.5929999999999996
phi_CQ5,10:20,0.7209999999999996
phi_CQ5,10:25,0.8489999999999996
cp_CQ5 cont.,10:30,0.8489999999999996
cp_CQ5 cont.,10:35,0.8489999999999996
cp_CQ5 cont.,10:40,0.8489999999999996
cp_CQ5 cont.,10:45,0.8489999999999996
cp_CQ5 cont.,10:50,0.8489999999999996
cp_CQ5 cont.,10:55,0.8489999999999996
Rebalancing,11:00,0.8186999999999997
Rebalancing,11:05,0.7883999999999997
phi_Bar1,11:10,0.9163999999999997
Rebalancing,11:15,0.8860999999999997
Rebalancing,11:20,0.8557999999999997
Rebalancing,11:25,0.8254999999999997
CI1,11:30,0.8254999999999997
