Task,Time,Battery_Level
,05:30,1.0
Rebalancing,05:35,0.9394
cp_Bar4 cont.,05:40,0.9394
cp_Bar4 cont.,05:45,0.9394
cp_Bar4 cont.,05:50,0.9394
cp_Bar4 cont.,05:55,0.9394
cp_Bar4 cont.,06:00,0.9394
cp_Bar4 cont.,06:05,0.9394
Rebalancing,06:10,0.8788
Rebalancing,06:15,0.8182
BSY3,06:20,0.8182
Rebalancing,06:25,0.7576
Rebalancing,06:30,0.6970000000000001
phi_Bar2,06:35,0.8250000000000001
Bar2,06:40,0.9850000000000001
phi_Bar2,06:45,1.0
Rebalancing,06:50,0.9394
Rebalancing,06:55,0.8788
10 cont.,07:00,0.8718
10 cont.,07:05,0.8648
10 cont.,07:10,0.8578
10 cont.,07:15,0.8508
10 cont.,07:20,0.8438
10 cont.,07:25,0.8368
10 cont.,07:30,0.8298
10 cont.,07:35,0.8228
10 cont.,07:40,0.8158
10 cont.,07:45,0.8088
10 cont.,07:50,0.8018
6 cont.,07:55,0.7878
6 cont.,08:00,0.7737999999999999
6 cont.,08:05,0.7597999999999999
6 cont.,08:10,0.7457999999999999
6 cont.,08:15,0.7317999999999999
6 cont.,08:20,0.7177999999999999
6 cont.,08:25,0.7037999999999999
6 cont.,08:30,0.6897999999999999
6 cont.,08:35,0.6757999999999998
6 cont.,08:40,0.6617999999999998
6 cont.,08:45,0.6477999999999998
6 cont.,08:50,0.6337999999999998
6 cont.,08:55,0.6197999999999998
6 cont.,09:00,0.6057999999999998
6 cont.,09:05,0.5917999999999998
phi_CQ2,09:10,0.7197999999999998
CQ2,09:15,0.8797999999999998
CQ2,09:20,1.0
CQ2,09:25,1.0
CQ2,09:30,1.0
phi_CQ2,09:35,1.0
Rebalancing,09:40,0.9394
Rebalancing,09:45,0.8788
phi_Bar2,09:50,1.0
Rebalancing,09:55,0.9394
Rebalancing,10:00,0.8788
4 cont.,10:05,0.8728
4 cont.,10:10,0.8668
4 cont.,10:15,0.8608
4 cont.,10:20,0.8548
4 cont.,10:25,0.8488
4 cont.,10:30,0.8428
4 cont.,10:35,0.8368
4 cont.,10:40,0.8308
4 cont.,10:45,0.8248
4 cont.,10:50,0.8188
4 cont.,10:55,0.8128
Rebalancing,11:00,0.7522
Rebalancing,11:05,0.6916
Bar4,11:10,0.6916
Bar4,11:15,0.6916
Rebalancing,11:20,0.631
Rebalancing,11:25,0.5704
phi_CQEXTRA2,11:30,0.6984
