Task,Time,Battery_Level
,05:30,1.0
Rebalancing,05:35,0.9394
Bar5,05:40,0.9394
Rebalancing,05:45,0.8788
Rebalancing,05:50,0.8182
phi_CQEXTRA2,05:55,0.9462
11 cont.,06:00,0.9412
11 cont.,06:05,0.9362
11 cont.,06:10,0.9312
11 cont.,06:15,0.9262
11 cont.,06:20,0.9212
11 cont.,06:25,0.9162
11 cont.,06:30,0.9112
11 cont.,06:35,0.9062
11 cont.,06:40,0.9012
11 cont.,06:45,0.8962
11 cont.,06:50,0.8912
phi_CQ5,06:55,1.0
CQ5,07:00,1.0
CQ5,07:05,1.0
phi_CQ5,07:10,1.0
Rebalancing,07:15,0.9394
Rebalancing,07:20,0.8788
phi_Bar1,07:25,1.0
Rebalancing,07:30,0.9394
Rebalancing,07:35,0.8788
phi_CQEXTRA1,07:40,1.0
phi_CQEXTRA1,07:45,1.0
phi_CQEXTRA1,07:50,1.0
3 cont.,07:55,0.965
3 cont.,08:00,0.9299999999999999
3 cont.,08:05,0.8949999999999999
3 cont.,08:10,0.8599999999999999
3 cont.,08:15,0.8249999999999998
3 cont.,08:20,0.7899999999999998
phi_CQ4,08:25,0.9179999999999998
phi_CQ4,08:30,1.0
phi_CQ4,08:35,1.0
5 cont.,08:40,0.994
5 cont.,08:45,0.988
5 cont.,08:50,0.982
5 cont.,08:55,0.976
5 cont.,09:00,0.97
5 cont.,09:05,0.964
5 cont.,09:10,0.958
5 cont.,09:15,0.952
5 cont.,09:20,0.946
5 cont.,09:25,0.94
Rebalancing,09:30,0.8794
Rebalancing,09:35,0.8188
phi_Bar2,09:40,0.9468
Rebalancing,09:45,0.8862
Rebalancing,09:50,0.8256
3 cont.,09:55,0.7906
3 cont.,10:00,0.7555999999999999
3 cont.,10:05,0.7205999999999999
3 cont.,10:10,0.6855999999999999
3 cont.,10:15,0.6505999999999998
3 cont.,10:20,0.6155999999999998
phi_CQEXTRA2,10:25,0.7435999999999998
Rebalancing,10:30,0.6829999999999998
Rebalancing,10:35,0.6223999999999998
Bar4,10:40,0.6223999999999998
Bar4,10:45,0.6223999999999998
Rebalancing,10:50,0.5617999999999999
Rebalancing,10:55,0.5011999999999999
cp_BSY1 cont.,11:00,0.5011999999999999
cp_BSY1 cont.,11:05,0.5011999999999999
cp_BSY1 cont.,11:10,0.5011999999999999
cp_BSY1 cont.,11:15,0.5011999999999999
cp_BSY1 cont.,11:20,0.5011999999999999
cp_BSY1 cont.,11:25,0.5011999999999999
BSY1,11:30,0.5011999999999999
