Task,Time,Battery_Level
,05:30,1.0
Rebalancing,05:35,0.9697
Rebalancing,05:40,0.9394
phi_CQEXTRA1,05:45,1.0
cp_CQEXTRA1 cont.,05:50,1.0
cp_CQEXTRA1 cont.,05:55,1.0
cp_CQEXTRA1 cont.,06:00,1.0
cp_CQEXTRA1 cont.,06:05,1.0
cp_CQEXTRA1 cont.,06:10,1.0
cp_CQEXTRA1 cont.,06:15,1.0
phi_CQEXTRA1,06:20,1.0
2 cont.,06:25,0.989
2 cont.,06:30,0.978
2 cont.,06:35,0.967
2 cont.,06:40,0.956
2 cont.,06:45,0.945
2 cont.,06:50,0.9339999999999999
2 cont.,06:55,0.9229999999999999
2 cont.,07:00,0.9119999999999999
2 cont.,07:05,0.9009999999999999
2 cont.,07:10,0.8899999999999999
2 cont.,07:15,0.8789999999999999
2 cont.,07:20,0.8679999999999999
2 cont.,07:25,0.8569999999999999
2 cont.,07:30,0.8459999999999999
phi_CQ2,07:35,0.9739999999999999
7 cont.,07:40,0.9539999999999998
7 cont.,07:45,0.9339999999999998
7 cont.,07:50,0.9139999999999998
7 cont.,07:55,0.8939999999999998
7 cont.,08:00,0.8739999999999998
7 cont.,08:05,0.8539999999999998
7 cont.,08:10,0.8339999999999997
7 cont.,08:15,0.8139999999999997
7 cont.,08:20,0.7939999999999997
2 cont.,08:25,0.7829999999999997
2 cont.,08:30,0.7719999999999997
2 cont.,08:35,0.7609999999999997
2 cont.,08:40,0.7499999999999997
2 cont.,08:45,0.7389999999999997
2 cont.,08:50,0.7279999999999996
2 cont.,08:55,0.7169999999999996
2 cont.,09:00,0.7059999999999996
2 cont.,09:05,0.6949999999999996
2 cont.,09:10,0.6839999999999996
2 cont.,09:15,0.6729999999999996
2 cont.,09:20,0.6619999999999996
2 cont.,09:25,0.6509999999999996
2 cont.,09:30,0.6399999999999996
phi_CQEXTRA1,09:35,0.7679999999999996
phi_CQEXTRA1,09:40,0.8959999999999996
2 cont.,09:45,0.8849999999999996
2 cont.,09:50,0.8739999999999996
2 cont.,09:55,0.8629999999999995
2 cont.,10:00,0.8519999999999995
2 cont.,10:05,0.8409999999999995
2 cont.,10:10,0.8299999999999995
2 cont.,10:15,0.8189999999999995
2 cont.,10:20,0.8079999999999995
2 cont.,10:25,0.7969999999999995
2 cont.,10:30,0.7859999999999995
2 cont.,10:35,0.7749999999999995
2 cont.,10:40,0.7639999999999995
2 cont.,10:45,0.7529999999999994
2 cont.,10:50,0.7419999999999994
phi_CQEXTRA2,10:55,0.8699999999999994
Rebalancing,11:00,0.8396999999999994
Rebalancing,11:05,0.8093999999999995
Bar4,11:10,0.8093999999999995
Rebalancing,11:15,0.7790999999999995
PB1,11:20,0.7790999999999995
Rebalancing,11:25,0.7487999999999995
phi_Bar2,11:30,0.8767999999999995
