Time,Station,Wharf
06:10,Pyrmont Bay,PB1
06:13,Barangaroo,Bar2
06:37,Circular Quay,CQ5
06:35,Pyrmont Bay,PB1
06:38,Barangaroo,Bar2
07:02,Circular Quay,CQ4
07:00,Pyrmont Bay,PB1
07:03,Barangaroo,Bar2
07:27,Circular Quay,CQ3
07:25,Pyrmont Bay,PB1
07:28,Barangaroo,Bar2
07:52,Circular Quay,CQ3
