Vessel,Time,Value
V2,05:30,0.9394
V2,05:35,0.939400000000001
V2,05:40,0.9274000000012272
V2,05:45,0.7575999999999994
V2,05:50,0.6969999999999992
V2,05:55,0.7456000000012271
V2,06:00,0.8728000000012271
V2,06:05,0.8728000000012271
V2,06:10,0.8728000000012271
V2,06:15,0.8728000000012271
V2,06:20,0.8728000000012271
V2,06:25,0.8728000000012271
V2,06:30,0.8728000000012271
V2,06:35,0.8728000000012271
V2,06:40,1.0
V2,06:45,0.9869580420000688
V2,06:50,0.9739160840001544
V2,06:55,0.9608741260002842
V2,07:00,0.9478321680004392
V2,07:05,0.9478321680006832
V2,07:10,0.9478321680007878
V2,07:15,0.9478321680008908
V2,07:20,0.9347902100009816
V2,07:25,0.921748252001049
V2,07:30,0.9087062940011776
V2,07:35,0.9087062940012272
V2,07:40,1.0
V2,07:45,0.9650909090001796
V2,07:50,0.9301818180004426
V2,07:55,0.8952727270007954
V2,08:00,0.8952727270011447
V2,08:05,0.8603636360015334
V2,08:10,0.8254545450019608
V2,08:15,0.7905454540024079
V2,08:20,0.7556363630028872
V2,08:25,0.720727272003366
V2,08:30,0.7207272720037885
V2,08:35,0.6858181810041878
V2,08:40,0.6509090900045968
V2,08:45,0.6464999990050194
V2,08:50,0.6420909080053667
V2,08:55,0.6376818170055868
V2,09:00,0.6376818170056991
V2,09:05,0.6376818170058169
V2,09:10,0.6376818170058987
V2,09:15,0.6332727260059011
V2,09:20,0.6288636350059706
V2,09:25,0.7560636350059706
V2,09:30,0.5832363629998041
V2,09:35,0.5713454539998041
V2,09:40,0.5594545449998041
V2,09:45,0.5475636359998041
V2,09:50,0.5356727269998046
V2,09:55,0.5356727269998046
V2,10:00,0.5356727269998046
V2,10:05,0.5356727269998046
V2,10:10,0.5237818179998046
V2,10:15,0.5118909089998046
V2,10:20,0.5
V2,10:25,0.5
V2,10:30,0.5
V2,10:35,0.5
V2,10:40,0.522045454995201
V2,10:45,0.5176363639952011
V2,10:50,0.5132272729995674
V2,10:55,0.5088181819995674
V2,11:00,0.5088181819995674
V2,11:05,0.5088181819997337
V2,11:10,0.5088181819998605
V2,11:15,0.5044090909999563
V2,11:20,0.5
V2,11:25,0.5
