Vessel,Time,Value
V19,05:30,0.9697
V19,05:35,0.9697
V19,05:40,0.9697
V19,05:45,0.9697
V19,05:50,0.9697
V19,05:55,0.9007298719999932
V19,06:00,0.9007298719999932
V19,06:05,0.8704298719999931
V19,06:10,0.8401298719999931
V19,06:15,0.8401298719999931
V19,06:20,0.8401298719999931
V19,06:25,0.8401298719999931
V19,06:30,0.8401298719999931
V19,06:35,0.8401298719999998
V19,06:40,0.8401298719999994
V19,06:45,0.8259577939999995
V19,06:50,0.8117857159999995
V19,06:55,0.7976136379999995
V19,07:00,0.7834415599999995
V19,07:05,0.7692694819999996
V19,07:10,0.7692694819999996
V19,07:15,0.7692694819999996
V19,07:20,0.7692694819999996
V19,07:25,0.7550974039999996
V19,07:30,0.7409253259999996
V19,07:35,0.7267532479999996
V19,07:40,0.7267532479999996
V19,07:45,0.7125811699999997
V19,07:50,0.6984090919999997
V19,07:55,0.6842370139999997
V19,08:00,0.6700649359999997
V19,08:05,0.6558928579999997
V19,08:10,0.6558928579999997
V19,08:15,0.6558928579999997
V19,08:20,0.6558928579999997
V19,08:25,0.6417207799999998
V19,08:30,0.6275487019999998
V19,08:35,0.6133766239999998
V19,08:40,0.6133766239999998
V19,08:45,0.5992045459999998
V19,08:50,0.5850324679999999
V19,08:55,0.5708603899999999
V19,09:00,0.5566883119999999
V19,09:05,0.5425162339999999
V19,09:10,0.5425162339999999
V19,09:15,0.5425162339999999
V19,09:20,0.5425162339999999
V19,09:25,0.528344156
V19,09:30,0.514172078
V19,09:35,0.5
V19,09:40,0.5
V19,09:45,0.5
V19,09:50,0.5
V19,09:55,0.5
V19,10:00,0.5
V19,10:05,0.5
V19,10:10,0.5
V19,10:15,0.5
V19,10:20,0.5
V19,10:25,0.5
V19,10:30,0.5
V19,10:35,0.5
V19,10:40,0.5
V19,10:45,0.5
V19,10:50,0.5
V19,10:55,0.5
V19,11:00,0.5
V19,11:05,0.5
V19,11:10,0.5
V19,11:15,0.5
V19,11:20,0.5
V19,11:25,0.5
