Vessel,Time,Value
V8,05:30,0.9394
V8,05:35,0.9394
V8,05:40,0.9394
V8,05:45,0.9394
V8,05:50,0.9394
V8,05:55,0.8728
V8,06:00,0.8728
V8,06:05,0.8175871969999355
V8,06:10,0.9447871969999356
V8,06:15,0.9447871969999356
V8,06:20,0.9447871969999356
V8,06:25,0.9447871969999356
V8,06:30,0.9447871969999708
V8,06:35,0.9447871969999708
V8,06:40,0.9447871969999811
V8,06:45,0.8841871969999906
V8,06:50,0.8235871969999944
V8,06:55,0.9507871969999988
V8,07:00,0.9507871970000004
V8,07:05,0.9388962880000004
V8,07:10,0.9270053790000004
V8,07:15,0.9151144700000003
V8,07:20,0.9032235610000005
V8,07:25,0.9032235610000005
V8,07:30,0.9032235610000005
V8,07:35,0.9032235610000005
V8,07:40,0.8913326520000003
V8,07:45,0.8794417430000003
V8,07:50,0.8675508340000003
V8,07:55,0.8565971800000003
V8,08:00,0.8456435260000003
V8,08:05,0.8346898720000002
V8,08:10,0.8237362180000002
V8,08:15,0.8237362180000002
V8,08:20,0.8237362180000002
V8,08:25,0.8237362180000002
V8,08:30,0.8127825640000002
V8,08:35,0.8018289100000001
V8,08:40,0.7908752560000001
V8,08:45,0.7908752560000001
V8,08:50,0.7719989930000001
V8,08:55,0.7531227300000001
V8,09:00,0.7342464670000001
V8,09:05,0.7153702040000001
V8,09:10,0.6964939410000001
V8,09:15,0.6776176780000001
V8,09:20,0.6776176780000001
V8,09:25,0.6776176780000001
V8,09:30,0.6776176780000001
V8,09:35,0.658741415
V8,09:40,0.639865152
V8,09:45,0.620988889
V8,09:50,0.602112626
V8,09:55,0.583236363
V8,10:00,0.583236363
V8,10:05,0.571345454
V8,10:10,0.559454545
V8,10:15,0.547563636
V8,10:20,0.535672727
V8,10:25,0.535672727
V8,10:30,0.535672727
V8,10:35,0.535672727
V8,10:40,0.523781818
V8,10:45,0.511890909
V8,10:50,0.5
V8,10:55,0.5
V8,11:00,0.5
V8,11:05,0.5
V8,11:10,0.5
V8,11:15,0.5
V8,11:20,0.5
V8,11:25,0.5
