Vessel,Time,Value
V3,05:30,0.9394
V3,05:35,0.8787999999999998
V3,05:40,0.8787999999999998
V3,05:45,0.8787999999999998
V3,05:50,0.8181999999999998
V3,05:55,0.7575999999999998
V3,06:00,0.6969999999999998
V3,06:05,0.6065900489999997
V3,06:10,0.606590049
V3,06:15,0.7337900490000001
V3,06:20,0.7337900490000003
V3,06:25,0.7228363950000003
V3,06:30,0.7118827410000003
V3,06:35,0.7009290870000002
V3,06:40,0.6899754330000002
V3,06:45,0.6899754330000002
V3,06:50,0.6899754330000002
V3,06:55,0.6899754330000002
V3,07:00,0.6790217790000002
V3,07:05,0.6680681250000001
V3,07:10,0.6571144710000001
V3,07:15,0.6571144710000001
V3,07:20,0.7843144710000003
V3,07:25,0.7733608170000003
V3,07:30,0.7624071630000002
V3,07:35,0.7514535090000002
V3,07:40,0.7404998550000002
V3,07:45,0.7404998550000002
V3,07:50,0.7404998550000002
V3,07:55,0.7404998550000002
V3,08:00,0.7295462010000001
V3,08:05,0.7185925470000001
V3,08:10,0.707638893
V3,08:15,0.707638893
V3,08:20,0.68876263
V3,08:25,0.669886367
V3,08:30,0.651010104
V3,08:35,0.632133841
V3,08:40,0.613257578
V3,08:45,0.594381315
V3,08:50,0.594381315
V3,08:55,0.594381315
V3,09:00,0.594381315
V3,09:05,0.575505052
V3,09:10,0.556628789
V3,09:15,0.537752526
V3,09:20,0.518876263
V3,09:25,0.5
V3,09:30,0.5
V3,09:35,0.6272
V3,09:40,0.7544000000000002
V3,09:45,0.7194909090000001
V3,09:50,0.6845818180000001
V3,09:55,0.649672727
V3,10:00,0.649672727
V3,10:05,0.6147636360000001
V3,10:10,0.5798545449999999
V3,10:15,0.5754454539999999
V3,10:20,0.5710363629999999
V3,10:25,0.566627272
V3,10:30,0.566627272
V3,10:35,0.566627272
V3,10:40,0.566627272
V3,10:45,0.562218181
V3,10:50,0.55780909
V3,10:55,0.5
V3,11:00,0.5
V3,11:05,0.5
V3,11:10,0.5
V3,11:15,0.5
V3,11:20,0.5
V3,11:25,0.5
