Vessel,Time,Value
V17,05:30,0.9697
V17,05:35,0.9393999999999998
V17,05:40,1.0
V17,05:45,1.0
V17,05:50,1.0
V17,05:55,0.9724279380000076
V17,06:00,0.9448558760000138
V17,06:05,0.9172838140000228
V17,06:10,0.917283814000034
V17,06:15,0.7693182239999812
V17,06:20,0.7693182239999812
V17,06:25,0.7417461619999931
V17,06:30,0.7141740999999999
V17,06:35,0.7141740999999999
V17,06:40,0.8413740999999995
V17,06:45,0.9685740999999994
V17,06:50,0.9685740999999994
V17,06:55,0.9410020379999996
V17,07:00,0.9134299759999996
V17,07:05,0.8858579139999996
V17,07:10,0.8858579139999996
V17,07:15,0.8858579139999996
V17,07:20,0.8858579139999996
V17,07:25,0.8582858519999996
V17,07:30,0.8307137899999997
V17,07:35,0.8307137899999997
V17,07:40,0.8147111159999997
V17,07:45,0.7987084419999997
V17,07:50,0.7827057679999997
V17,07:55,0.7667030939999997
V17,08:00,0.7507004199999997
V17,08:05,0.7346977459999997
V17,08:10,0.7346977459999997
V17,08:15,0.7346977459999997
V17,08:20,0.7346977459999997
V17,08:25,0.7186950719999997
V17,08:30,0.7026923979999997
V17,08:35,0.6866897239999997
V17,08:40,0.6706870499999997
V17,08:45,0.6706870499999997
V17,08:50,0.7978870499999997
V17,08:55,0.7703149879999998
V17,09:00,0.7427429259999998
V17,09:05,0.7151708639999999
V17,09:10,0.7151708639999999
V17,09:15,0.7151708639999999
V17,09:20,0.7151708639999999
V17,09:25,0.6875988019999999
V17,09:30,0.66002674
V17,09:35,0.66002674
V17,09:40,0.644024066
V17,09:45,0.628021392
V17,09:50,0.612018718
V17,09:55,0.596016044
V17,10:00,0.58001337
V17,10:05,0.564010696
V17,10:10,0.564010696
V17,10:15,0.564010696
V17,10:20,0.564010696
V17,10:25,0.548008022
V17,10:30,0.532005348
V17,10:35,0.516002674
V17,10:40,0.5
V17,10:45,0.5
V17,10:50,0.5
V17,10:55,0.5
V17,11:00,0.5
V17,11:05,0.5
V17,11:10,0.5
V17,11:15,0.5
V17,11:20,0.5
V17,11:25,0.5
