Vessel,Task,Wharf,Time
V1,Waiting,Bar5,05:35-05:40
V5,Crew Break,Bar5,05:35-06:05
V1,Waiting,Bar5,05:40-05:45
V1,Waiting,Bar5,05:45-05:50
V1,Waiting,Bar5,05:50-05:55
V18,F11 - Blackwattle Bay,Bar5,06:15-06:16
V19,F11 - Blackwattle Bay,Bar5,06:45-06:46
V18,F11 - Blackwattle Bay,Bar5,07:15-07:16
V19,F11 - Blackwattle Bay,Bar5,07:45-07:46
V18,F11 - Blackwattle Bay,Bar5,08:15-08:16
V19,F11 - Blackwattle Bay,Bar5,08:45-08:46
V15,Crew Break,Bar5,09:10-09:40
V18,F11 - Blackwattle Bay,Bar5,09:15-09:16
V19,Crew Break,Bar5,09:45-10:15
V15,Crew Break,Bar5,10:00-10:30
V19,Waiting,Bar5,10:15-10:20
V19,Waiting,Bar5,10:20-10:25
V14,Crew Break,Bar5,10:30-11:00
V6,Crew Break,Bar5,10:50-11:20
V19,Crew Break,Bar5,11:00-11:30
