Vessel,Task,Wharf,Time
V17,Waiting,Bar2,05:35-05:40
V7,Waiting,Bar2,05:35-05:40
V19,Waiting,Bar2,06:00-06:05
V15,Waiting,Bar2,06:00-06:05
V6,Waiting,Bar2,06:10-06:15
V18,Waiting,Bar2,06:15-06:20
V18,Waiting,Bar2,06:20-06:25
V18,F11 - Blackwattle Bay,Bar2,06:30-06:31
V19,Waiting,Bar2,06:40-06:45
V7,Waiting,Bar2,06:40-06:45
V19,F11 - Blackwattle Bay,Bar2,07:00-07:01
V18,F11 - Blackwattle Bay,Bar2,07:23-07:26
V18,F11 - Blackwattle Bay,Bar2,07:30-07:31
V19,F11 - Blackwattle Bay,Bar2,08:00-08:01
V1,Waiting,Bar2,08:05-08:10
V18,F11 - Blackwattle Bay,Bar2,08:23-08:26
V18,F11 - Blackwattle Bay,Bar2,08:30-08:31
V19,F11 - Blackwattle Bay,Bar2,09:00-09:01
V14,Waiting,Bar2,09:20-09:25
V18,F11 - Blackwattle Bay,Bar2,09:30-09:31
V15,Waiting,Bar2,09:50-09:55
V19,F11 - Blackwattle Bay,Bar2,09:53-09:56
V15,Charging,Bar2,09:55-10:00
V15,Charging,Bar2,10:00-10:05
V15,Waiting,Bar2,10:05-10:10
V10,Waiting,Bar2,10:20-10:25
V18,F11 - Blackwattle Bay,Bar2,10:23-10:26
V18,Waiting,Bar2,10:30-10:35
V13,Waiting,Bar2,10:35-10:40
V11,Waiting,Bar2,10:40-10:45
V8,Waiting,Bar2,10:40-10:45
V2,Waiting,Bar2,11:05-11:10
V2,Charging,Bar2,11:10-11:15
V2,Waiting,Bar2,11:15-11:20
V10,Waiting,Bar2,11:25-11:30
V2,Waiting,Bar2,11:25-11:30
