Vessel,Task,Wharf,Time
V18,F11 - Blackwattle Bay,BWB1,06:50-06:55
V18,F11 - Blackwattle Bay,BWB1,06:55-07:00
V19,F11 - Blackwattle Bay,BWB1,07:20-07:25
V19,F11 - Blackwattle Bay,BWB1,07:25-07:30
V18,F11 - Blackwattle Bay,BWB1,07:50-07:55
V18,F11 - Blackwattle Bay,BWB1,07:55-08:00
V19,F11 - Blackwattle Bay,BWB1,08:20-08:25
V19,F11 - Blackwattle Bay,BWB1,08:25-08:30
V18,F11 - Blackwattle Bay,BWB1,08:50-08:55
V18,F11 - Blackwattle Bay,BWB1,08:55-09:00
V19,F11 - Blackwattle Bay,BWB1,09:20-09:25
V19,F11 - Blackwattle Bay,BWB1,09:25-09:30
V18,F11 - Blackwattle Bay,BWB1,09:50-09:55
V18,F11 - Blackwattle Bay,BWB1,09:55-10:00
