Task,Time,Battery_Level
,05:30,1.0
Rebalancing,05:35,0.9394
phi_Bar2,05:40,1.0
Bar2,05:45,1.0
Bar2,05:50,1.0
phi_Bar2,05:55,1.0
Rebalancing,06:00,0.9394
PB1,06:05,0.9394
PB1,06:10,0.9394
Rebalancing,06:15,0.8788
Rebalancing,06:20,0.8182
Rebalancing,06:25,0.7576
10 cont.,06:30,0.7506
10 cont.,06:35,0.7436
10 cont.,06:40,0.7366
10 cont.,06:45,0.7296
10 cont.,06:50,0.7226
10 cont.,06:55,0.7156
10 cont.,07:00,0.7086
10 cont.,07:05,0.7016
10 cont.,07:10,0.6946
10 cont.,07:15,0.6876
10 cont.,07:20,0.6806
phi_CQEXTRA1,07:25,0.8086
phi_CQEXTRA1,07:30,0.9366
3 cont.,07:35,0.9016
3 cont.,07:40,0.8665999999999999
3 cont.,07:45,0.8315999999999999
3 cont.,07:50,0.7965999999999999
3 cont.,07:55,0.7615999999999998
3 cont.,08:00,0.7265999999999998
Rebalancing,08:05,0.6659999999999998
Rebalancing,08:10,0.6053999999999998
phi_Bar1,08:15,0.7333999999999998
Bar1,08:20,0.8933999999999999
phi_Bar1,08:25,1.0
Rebalancing,08:30,0.9394
Rebalancing,08:35,0.8788
1 cont.,08:40,0.8848
1 cont.,08:45,0.8908
1 cont.,08:50,0.8968
1 cont.,08:55,0.9028
1 cont.,09:00,0.9088
1 cont.,09:05,0.9148000000000001
1 cont.,09:10,0.9208000000000001
1 cont.,09:15,0.9268000000000001
Rebalancing,09:20,0.8662000000000001
Rebalancing,09:25,0.8056000000000001
phi_Bar2,09:30,0.9336000000000001
Rebalancing,09:35,0.8730000000000001
Rebalancing,09:40,0.8124000000000001
phi_CQEXTRA2,09:45,0.9404000000000001
5 cont.,09:50,0.9344000000000001
5 cont.,09:55,0.9284000000000001
5 cont.,10:00,0.9224000000000001
5 cont.,10:05,0.9164000000000001
5 cont.,10:10,0.9104000000000001
5 cont.,10:15,0.9044000000000001
5 cont.,10:20,0.8984000000000001
5 cont.,10:25,0.8924000000000001
5 cont.,10:30,0.8864000000000001
5 cont.,10:35,0.8804000000000001
cp_CQEXTRA1 cont.,10:40,0.8804000000000001
cp_CQEXTRA1 cont.,10:45,0.8804000000000001
cp_CQEXTRA1 cont.,10:50,0.8804000000000001
cp_CQEXTRA1 cont.,10:55,0.8804000000000001
cp_CQEXTRA1 cont.,11:00,0.8804000000000001
cp_CQEXTRA1 cont.,11:05,0.8804000000000001
phi_CQEXTRA1,11:10,1.0
Rebalancing,11:15,0.9394
Rebalancing,11:20,0.8788
Rebalancing,11:25,0.8182
Mos1,11:30,0.8182
