Task,Time,Battery_Level
,05:30,1.0
Rebalancing,05:35,0.9697
phi_CQEXTRA2,05:40,1.0
Rebalancing,05:45,0.9697
Rebalancing,05:50,0.9394
Rebalancing,05:55,0.9091
BSY3,06:00,0.9091
Rebalancing,06:05,0.8788
Rebalancing,06:10,0.8485
phi_Bar2,06:15,0.9765
9 cont.,06:20,0.9685
9 cont.,06:25,0.9605
9 cont.,06:30,0.9525
9 cont.,06:35,0.9445
9 cont.,06:40,0.9365
9 cont.,06:45,0.9285
9 cont.,06:50,0.9205
9 cont.,06:55,0.9125
9 cont.,07:00,0.9045
9 cont.,07:05,0.8965
9 cont.,07:10,0.8885
9 cont.,07:15,0.8805
9 cont.,07:20,0.8724999999999999
9 cont.,07:25,0.8644999999999999
9 cont.,07:30,0.8564999999999999
9 cont.,07:35,0.8484999999999999
9 cont.,07:40,0.8404999999999999
9 cont.,07:45,0.8324999999999999
9 cont.,07:50,0.8244999999999999
9 cont.,07:55,0.8164999999999999
9 cont.,08:00,0.8084999999999999
9 cont.,08:05,0.8004999999999999
9 cont.,08:10,0.7924999999999999
9 cont.,08:15,0.7844999999999999
9 cont.,08:20,0.7764999999999999
9 cont.,08:25,0.7684999999999998
9 cont.,08:30,0.7604999999999998
9 cont.,08:35,0.7524999999999998
9 cont.,08:40,0.7444999999999998
9 cont.,08:45,0.7364999999999998
9 cont.,08:50,0.7284999999999998
9 cont.,08:55,0.7204999999999998
9 cont.,09:00,0.7124999999999998
9 cont.,09:05,0.7044999999999998
9 cont.,09:10,0.6964999999999998
9 cont.,09:15,0.6884999999999998
9 cont.,09:20,0.6804999999999998
9 cont.,09:25,0.6724999999999998
9 cont.,09:30,0.6644999999999998
9 cont.,09:35,0.6564999999999998
9 cont.,09:40,0.6484999999999997
9 cont.,09:45,0.6404999999999997
9 cont.,09:50,0.6324999999999997
9 cont.,09:55,0.6244999999999997
9 cont.,10:00,0.6164999999999997
9 cont.,10:05,0.6084999999999997
9 cont.,10:10,0.6004999999999997
9 cont.,10:15,0.5924999999999997
Bar5,10:20,0.5924999999999997
Bar5,10:25,0.5924999999999997
Rebalancing,10:30,0.5621999999999997
Rebalancing,10:35,0.5318999999999997
cp_CQEXTRA2 cont.,10:40,0.5318999999999997
cp_CQEXTRA2 cont.,10:45,0.5318999999999997
cp_CQEXTRA2 cont.,10:50,0.5318999999999997
cp_CQEXTRA2 cont.,10:55,0.5318999999999997
cp_CQEXTRA2 cont.,11:00,0.5318999999999997
cp_CQEXTRA2 cont.,11:05,0.5318999999999997
phi_CQEXTRA2,11:10,0.6598999999999997
Rebalancing,11:15,0.6295999999999997
Rebalancing,11:20,0.5992999999999997
Rebalancing,11:25,0.5689999999999997
BSY1,11:30,0.5689999999999997
