Task,Time,Battery_Level
,05:30,1.0
Rebalancing,05:35,0.9394
cp_Bar4 cont.,05:40,0.9394
cp_Bar4 cont.,05:45,0.9394
cp_Bar4 cont.,05:50,0.9394
cp_Bar4 cont.,05:55,0.9394
cp_Bar4 cont.,06:00,0.9394
cp_Bar4 cont.,06:05,0.9394
phi_Bar2,06:10,1.0
Rebalancing,06:15,0.9394
Rebalancing,06:20,0.8788
11 cont.,06:25,0.8738
11 cont.,06:30,0.8688
11 cont.,06:35,0.8638
11 cont.,06:40,0.8588
11 cont.,06:45,0.8538
11 cont.,06:50,0.8488
11 cont.,06:55,0.8438
11 cont.,07:00,0.8388
11 cont.,07:05,0.8338
11 cont.,07:10,0.8288
11 cont.,07:15,0.8238
phi_CQ2,07:20,0.9518
phi_CQ2,07:25,1.0
phi_CQ2,07:30,1.0
phi_CQ2,07:35,1.0
phi_CQ2,07:40,1.0
10 cont.,07:45,0.993
10 cont.,07:50,0.986
10 cont.,07:55,0.979
10 cont.,08:00,0.972
10 cont.,08:05,0.965
10 cont.,08:10,0.958
10 cont.,08:15,0.951
10 cont.,08:20,0.944
10 cont.,08:25,0.9369999999999999
10 cont.,08:30,0.9299999999999999
10 cont.,08:35,0.9229999999999999
CQ3,08:40,0.9229999999999999
CQ3,08:45,0.9229999999999999
CQ3,08:50,0.9229999999999999
CQ3,08:55,0.9229999999999999
5 cont.,09:00,0.9169999999999999
5 cont.,09:05,0.9109999999999999
5 cont.,09:10,0.9049999999999999
5 cont.,09:15,0.8989999999999999
5 cont.,09:20,0.8929999999999999
5 cont.,09:25,0.8869999999999999
5 cont.,09:30,0.8809999999999999
5 cont.,09:35,0.8749999999999999
5 cont.,09:40,0.8689999999999999
5 cont.,09:45,0.8629999999999999
phi_CQ5,09:50,0.9909999999999999
phi_CQ5,09:55,1.0
3 cont.,10:00,0.965
3 cont.,10:05,0.9299999999999999
3 cont.,10:10,0.8949999999999999
3 cont.,10:15,0.8599999999999999
3 cont.,10:20,0.8249999999999998
3 cont.,10:25,0.7899999999999998
5 cont.,10:30,0.7839999999999998
5 cont.,10:35,0.7779999999999998
5 cont.,10:40,0.7719999999999998
5 cont.,10:45,0.7659999999999998
5 cont.,10:50,0.7599999999999998
5 cont.,10:55,0.7539999999999998
5 cont.,11:00,0.7479999999999998
5 cont.,11:05,0.7419999999999998
5 cont.,11:10,0.7359999999999998
5 cont.,11:15,0.7299999999999998
phi_CQ4,11:20,0.8579999999999998
phi_CQ4,11:25,0.9859999999999998
phi_CQ4,11:30,1.0
